期号,日期,中奖号码 1,2,3,4,5,强力球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
05/27/2015,2015-05-27,8,15,34,53,59,23,15,2,3,3,2,1,1,0,1,0,2,0,0,0.00,1,1000000.00,10,10000.00,573,100.00,906,100.00,16390,7.00,29394,7.00,106607,4.00,218215,4.00
05/23/2015,2015-05-23,9,15,17,31,43,16,,3,2,5,0,1,2,0,1,1,0,0,0,0.00,0,0.00,25,10000.00,789,100.00,1172,100.00,20020,7.00,42771,7.00,124041,4.00,244523,4.00
05/20/2015,2015-05-20,1,12,28,35,44,25,,3,2,2,3,1,1,1,1,1,0,0,0,0.00,3,1000000.00,12,10000.00,599,100.00,1029,100.00,18177,7.00,35155,7.00,113995,4.00,220380,4.00
05/16/2015,2015-05-16,24,29,38,48,52,32,29,2,3,1,4,0,0,2,1,1,1,0,0,0.00,4,1000000.00,20,10000.00,601,100.00,940,100.00,15780,7.00,32051,7.00,102429,4.00,210243,4.00
05/13/2015,2015-05-13,1,25,29,31,47,7,,3,2,5,0,1,0,2,1,1,0,0,0,0.00,3,1000000.00,18,10000.00,569,100.00,1059,100.00,18875,7.00,31467,7.00,118244,4.00,229405,4.00
05/09/2015,2015-05-09,4,15,17,35,58,17,,3,2,3,2,1,2,0,1,0,1,0,0,0.00,2,1000000.00,22,10000.00,488,100.00,839,100.00,16006,7.00,28798,7.00,101883,4.00,203747,4.00
05/06/2015,2015-05-06,23,24,27,39,41,30,,3,2,4,1,0,0,3,1,1,0,0,0,0.00,2,1000000.00,16,10000.00,464,100.00,699,100.00,12582,7.00,26234,7.00,82440,4.00,164863,4.00
05/02/2015,2015-05-02,2,6,11,30,31,33,,3,2,2,3,2,1,1,1,0,0,0,0,0.00,2,1000000.00,19,10000.00,827,100.00,1043,100.00,16384,7.00,40104,7.00,95235,4.00,178395,4.00
04/29/2015,2015-04-29,1,26,34,38,51,6,38,2,3,2,3,1,0,1,2,0,1,0,0,0.00,3,1000000.00,11,10000.00,395,100.00,671,100.00,12021,7.00,21862,7.00,83106,4.00,168659,4.00
04/25/2015,2015-04-25,21,33,35,38,45,12,,1,4,4,1,0,0,1,3,1,0,0,0,0.00,0,0.00,15,10000.00,417,100.00,718,100.00,12222,7.00,22347,7.00,79199,4.00,169330,4.00
04/22/2015,2015-04-22,10,14,25,39,53,18,,3,2,3,2,1,1,1,1,0,1,0,0,0.00,3,1000000.00,11,10000.00,438,100.00,820,100.00,12483,7.00,23939,7.00,79055,4.00,154372,4.00
04/18/2015,2015-04-18,13,22,23,29,31,17,29,4,1,4,1,0,1,3,1,0,0,0,1,50000000.00,2,1000000.00,23,10000.00,650,100.00,948,100.00,15628,7.00,31967,7.00,94983,4.00,182406,4.00
04/15/2015,2015-04-15,1,16,21,29,40,30,1,4,1,3,2,1,1,2,1,0,0,0,0,0.00,0,0.00,12,10000.00,466,100.00,815,100.00,12714,7.00,26452,7.00,77035,4.00,147953,4.00
04/11/2015,2015-04-11,1,12,32,42,58,12,"1,58",2,3,1,4,1,1,0,1,1,1,0,1,80000000.00,3,1000000.00,20,10000.00,468,100.00,851,100.00,14473,7.00,25863,7.00,96693,4.00,193794,4.00
04/08/2015,2015-04-08,1,19,45,46,58,29,,2,3,3,2,1,1,0,0,2,1,0,0,0.00,1,1000000.00,15,10000.00,475,100.00,737,100.00,13112,7.00,24768,7.00,89841,4.00,182746,4.00
04/04/2015,2015-04-04,33,39,40,41,54,28,"33,39",0,5,3,2,0,0,0,3,1,1,0,0,0.00,1,1000000.00,10,10000.00,508,100.00,770,100.00,13640,7.00,27127,7.00,88524,4.00,198648,4.00
04/01/2015,2015-04-01,2,30,33,39,44,1,2,1,4,2,3,1,0,1,2,1,0,0,0,0.00,1,1000000.00,8,10000.00,438,100.00,732,100.00,12348,7.00,25401,7.00,83560,4.00,167413,4.00
03/28/2015,2015-03-28,2,4,6,12,38,17,,4,1,0,5,3,1,0,1,0,0,0,0,0.00,2,1000000.00,35,10000.00,1161,100.00,1312,100.00,17544,7.00,44336,7.00,97608,4.00,183398,4.00
03/25/2015,2015-03-25,7,19,23,50,54,14,,3,2,3,2,1,1,1,0,1,1,0,1,40000000.00,1,1000000.00,17,10000.00,461,100.00,753,100.00,13662,7.00,27091,7.00,84715,4.00,162261,4.00
03/21/2015,2015-03-21,11,16,30,38,42,7,30,2,3,1,4,0,2,1,1,1,0,0,1,50000000.00,1,1000000.00,20,10000.00,611,100.00,1047,100.00,17939,7.00,29762,7.00,113525,4.00,219894,4.00
03/18/2015,2015-03-18,14,25,30,33,47,8,"14,47",2,3,3,2,0,1,2,1,1,0,0,0,0.00,1,1000000.00,22,10000.00,469,100.00,848,100.00,14130,7.00,26328,7.00,91310,4.00,183751,4.00
03/14/2015,2015-03-14,8,14,39,46,47,18,,2,3,2,3,1,1,0,1,2,0,0,1,137000000.00,2,1000000.00,22,10000.00,798,100.00,1185,100.00,22188,7.00,41794,7.00,146742,4.00,291201,4.00
03/11/2015,2015-03-11,11,24,31,40,44,27,,2,3,2,3,0,1,1,2,1,0,0,0,0.00,4,1000000.00,27,10000.00,858,100.00,1172,100.00,19794,7.00,40896,7.00,126801,4.00,249452,4.00
03/07/2015,2015-03-07,34,36,38,42,50,33,50,0,5,0,5,0,0,0,3,2,0,0,0,0.00,4,1000000.00,16,10000.00,695,100.00,1015,100.00,18078,7.00,35399,7.00,119608,4.00,259857,4.00
03/04/2015,2015-03-04,8,12,15,35,50,32,,3,2,2,3,1,2,0,1,1,0,0,0,0.00,6,1000000.00,10,10000.00,606,100.00,941,100.00,16238,7.00,35824,7.00,100693,4.00,196833,4.00
02/28/2015,2015-02-28,11,17,25,28,46,12,17,4,1,3,2,0,2,2,0,1,0,0,0,0.00,4,1000000.00,15,10000.00,727,100.00,1203,100.00,19601,7.00,38184,7.00,117406,4.00,222059,4.00
02/25/2015,2015-02-25,17,19,21,32,39,8,,3,2,4,1,0,2,1,2,0,0,0,0,0.00,3,1000000.00,15,10000.00,574,100.00,942,100.00,16390,7.00,31778,7.00,103794,4.00,199065,4.00
02/21/2015,2015-02-21,10,14,18,34,51,26,,3,2,1,4,1,2,0,1,0,1,0,0,0.00,3,1000000.00,10,10000.00,515,100.00,880,100.00,15178,7.00,30056,7.00,96873,4.00,189649,4.00
02/18/2015,2015-02-18,1,9,29,32,49,22,1,3,2,4,1,2,0,1,1,1,0,0,0,0.00,1,1000000.00,14,10000.00,463,100.00,826,100.00,13906,7.00,28544,7.00,88104,4.00,173179,4.00
02/14/2015,2015-02-14,1,24,44,45,51,28,,2,3,3,2,1,0,1,0,2,1,0,0,0.00,1,1000000.00,13,10000.00,495,100.00,778,100.00,14281,7.00,28520,7.00,96949,4.00,197982,4.00
02/11/2015,2015-02-11,11,13,25,39,54,19,,3,2,4,1,0,2,1,1,0,1,0,3,188033333.33,33,1000000.00,283,10000.00,9151,100.00,14488,100.00,244820,7.00,482666,7.00,1537561,4.00,3024267,4.00
02/07/2015,2015-02-07,5,10,21,34,58,33,,3,2,2,3,2,0,1,1,0,1,0,0,0.00,10,1000000.00,90,10000.00,3239,100.00,4997,100.00,88076,7.00,178097,7.00,562404,4.00,1121966,4.00
02/04/2015,2015-02-04,24,36,51,52,56,22,,1,4,1,4,0,0,1,1,0,3,0,0,0.00,7,1000000.00,47,10000.00,1980,100.00,3532,100.00,55747,7.00,107789,7.00,360416,4.00,757706,4.00
01/31/2015,2015-01-31,5,11,16,26,50,34,,4,1,2,3,1,2,1,0,1,0,0,0,0.00,8,1000000.00,45,10000.00,1756,100.00,2408,100.00,42385,7.00,96407,7.00,264215,4.00,520845,4.00
01/28/2015,2015-01-28,12,24,35,36,49,1,,2,3,2,3,0,1,1,2,1,0,0,0,0.00,4,1000000.00,23,10000.00,1320,100.00,1920,100.00,33244,7.00,68509,7.00,214386,4.00,431646,4.00
01/24/2015,2015-01-24,16,19,20,29,33,10,,4,1,3,2,0,3,1,1,0,0,0,0,0.00,8,1000000.00,28,10000.00,1244,100.00,2111,100.00,35762,7.00,69130,7.00,222354,4.00,429721,4.00
01/21/2015,2015-01-21,11,12,15,28,57,23,15,4,1,3,2,0,3,1,0,0,1,0,0,0.00,2,1000000.00,29,10000.00,1063,100.00,1710,100.00,29338,7.00,59106,7.00,187623,4.00,359449,4.00
01/17/2015,2015-01-17,15,16,23,27,36,9,,4,1,3,2,0,2,2,1,0,0,0,0,0.00,8,1000000.00,25,10000.00,940,100.00,1606,100.00,28520,7.00,52082,7.00,168651,4.00,329196,4.00
01/14/2015,2015-01-14,2,4,10,41,53,22,2,3,2,2,3,3,0,0,0,1,1,0,0,0.00,2,1000000.00,19,10000.00,796,100.00,1313,100.00,22071,7.00,44738,7.00,134225,4.00,258937,4.00
01/10/2015,2015-01-10,2,9,19,28,29,19,,5,0,3,2,2,1,2,0,0,0,0,0,0.00,4,1000000.00,54,10000.00,1375,100.00,1714,100.00,24575,7.00,56451,7.00,140468,4.00,263133,4.00
01/07/2015,2015-01-07,14,15,47,49,59,10,,2,3,4,1,0,2,0,0,2,1,0,0,0.00,2,1000000.00,13,10000.00,620,100.00,1000,100.00,17615,7.00,32086,7.00,118611,4.00,252577,4.00
01/03/2015,2015-01-03,4,18,43,46,55,25,,2,3,2,3,1,1,0,0,2,1,0,0,0.00,1,1000000.00,26,10000.00,572,100.00,1004,100.00,17571,7.00,32805,7.00,116908,4.00,238139,4.00
12/31/2014,2014-12-31,17,27,37,40,53,35,,2,3,4,1,0,1,1,2,0,1,0,0,0.00,5,1000000.00,22,10000.00,746,100.00,1172,100.00,19594,7.00,40326,7.00,128519,4.00,264528,4.00
12/27/2014,2014-12-27,7,10,11,14,36,15,11,4,1,2,3,2,2,0,1,0,0,0,0,0.00,3,1000000.00,32,10000.00,948,100.00,1392,100.00,18871,7.00,46144,7.00,106123,4.00,195832,4.00
12/24/2014,2014-12-24,11,12,46,47,50,22,,2,3,2,3,0,2,0,0,3,0,0,0,0.00,3,1000000.00,23,10000.00,748,100.00,1074,100.00,19342,7.00,36760,7.00,125636,4.00,242179,4.00
12/20/2014,2014-12-20,14,15,19,31,56,5,31,3,2,3,2,0,3,0,1,0,1,0,0,0.00,2,1000000.00,20,10000.00,581,100.00,955,100.00,17479,7.00,29422,7.00,108501,4.00,206654,4.00
12/17/2014,2014-12-17,22,31,38,47,48,15,,1,4,2,3,0,0,1,2,2,0,0,0,0.00,2,1000000.00,7,10000.00,461,100.00,675,100.00,12611,7.00,23162,7.00,80483,4.00,169566,4.00
12/13/2014,2014-12-13,5,13,28,43,55,33,55,3,2,4,1,1,1,1,0,1,1,0,0,0.00,2,1000000.00,13,10000.00,585,100.00,859,100.00,14060,7.00,27673,7.00,89691,4.00,176284,4.00
12/10/2014,2014-12-10,34,44,48,54,55,10,,0,5,1,4,0,0,0,1,2,2,0,0,0.00,0,0.00,5,10000.00,400,100.00,632,100.00,10877,7.00,21085,7.00,74337,4.00,175698,4.00
12/06/2014,2014-12-06,12,15,22,43,49,14,,3,2,3,2,0,2,1,0,2,0,0,0,0.00,2,1000000.00,15,10000.00,476,100.00,814,100.00,13713,7.00,26168,7.00,86664,4.00,171263,4.00
12/03/2014,2014-12-03,25,30,32,46,54,26,30,1,4,1,4,0,0,2,1,1,1,0,0,0.00,0,0.00,7,10000.00,391,100.00,596,100.00,10526,7.00,20911,7.00,69793,4.00,150013,4.00
11/29/2014,2014-11-29,13,24,30,42,48,27,,2,3,1,4,0,1,2,0,2,0,0,1,90000000.00,2,1000000.00,13,10000.00,575,100.00,802,100.00,13864,7.00,28177,7.00,91269,4.00,185438,4.00
11/26/2014,2014-11-26,16,17,22,46,54,35,54,3,2,1,4,0,2,1,0,1,1,0,0,0.00,0,0.00,26,10000.00,453,100.00,759,100.00,14246,7.00,26433,7.00,93888,4.00,190467,4.00
11/22/2014,2014-11-22,23,49,53,54,57,35,,1,4,4,1,0,0,1,0,1,3,0,0,0.00,1,1000000.00,12,10000.00,439,100.00,719,100.00,13032,7.00,24801,7.00,88903,4.00,202297,4.00
11/19/2014,2014-11-19,6,36,38,48,51,17,51,1,4,1,4,1,0,0,2,1,1,0,0,0.00,1,1000000.00,10,10000.00,347,100.00,685,100.00,11916,7.00,22477,7.00,81839,4.00,174117,4.00
11/15/2014,2014-11-15,13,16,33,35,51,28,51,2,3,4,1,0,2,0,2,0,1,0,0,0.00,2,1000000.00,13,10000.00,503,100.00,711,100.00,12890,7.00,26095,7.00,84108,4.00,174305,4.00
11/12/2014,2014-11-12,37,39,51,52,55,11,,0,5,4,1,0,0,0,2,0,3,0,0,0.00,1,1000000.00,12,10000.00,379,100.00,658,100.00,11820,7.00,21189,7.00,82006,4.00,196250,4.00
11/08/2014,2014-11-08,9,19,33,38,54,15,19,2,3,3,2,1,1,0,2,0,1,0,1,203000000.00,6,1000000.00,24,10000.00,1119,100.00,1628,100.00,28046,7.00,56131,7.00,180590,4.00,358648,4.00
11/05/2014,2014-11-05,2,11,19,21,42,34,,4,1,3,2,1,2,1,0,1,0,0,0,0.00,2,1000000.00,28,10000.00,1265,100.00,1478,100.00,23271,7.00,59337,7.00,141181,4.00,271827,4.00
11/01/2014,2014-11-01,1,3,13,25,38,17,25,4,1,4,1,2,1,1,1,0,0,0,0,0.00,4,1000000.00,34,10000.00,1050,100.00,1560,100.00,25049,7.00,53475,7.00,149494,4.00,286055,4.00
10/29/2014,2014-10-29,25,28,48,57,59,16,57,2,3,3,2,0,0,2,0,1,2,0,0,0.00,2,1000000.00,27,10000.00,634,100.00,956,100.00,17382,7.00,33797,7.00,115694,4.00,245759,4.00
10/25/2014,2014-10-25,6,10,51,54,57,12,,2,3,2,3,2,0,0,0,0,3,0,0,0.00,3,1000000.00,17,10000.00,654,100.00,1022,100.00,20071,7.00,35240,7.00,131387,4.00,268409,4.00
10/22/2014,2014-10-22,29,30,40,42,50,16,,1,4,1,4,0,0,2,1,2,0,0,0,0.00,2,1000000.00,12,10000.00,551,100.00,896,100.00,15911,7.00,32049,7.00,105614,4.00,217324,4.00
10/18/2014,2014-10-18,20,26,27,36,54,19,27,3,2,1,4,0,1,2,1,0,1,0,0,0.00,3,1000000.00,16,10000.00,535,100.00,805,100.00,15693,7.00,29284,7.00,103152,4.00,210349,4.00
10/15/2014,2014-10-15,5,7,19,27,28,20,19,5,0,4,1,2,1,2,0,0,0,0,0,0.00,3,1000000.00,18,10000.00,930,100.00,968,100.00,14520,7.00,38400,7.00,82184,4.00,147837,4.00
10/11/2014,2014-10-11,10,19,37,38,39,28,,2,3,3,2,1,1,0,3,0,0,0,0,0.00,1,1000000.00,16,10000.00,548,100.00,692,100.00,12696,7.00,26307,7.00,82304,4.00,162527,4.00
10/08/2014,2014-10-08,5,16,31,46,50,18,,2,3,2,3,1,1,0,1,2,0,0,0,0.00,1,1000000.00,13,10000.00,423,100.00,691,100.00,11826,7.00,21967,7.00,76593,4.00,154981,4.00
10/04/2014,2014-10-04,13,18,24,25,33,31,18,4,1,3,2,0,2,2,1,0,0,0,0,0.00,1,1000000.00,9,10000.00,605,100.00,784,100.00,13345,7.00,29261,7.00,80811,4.00,155046,4.00
10/01/2014,2014-10-01,1,4,18,20,45,7,,4,1,2,3,2,2,0,0,1,0,0,0,0.00,1,1000000.00,26,10000.00,483,100.00,903,100.00,15239,7.00,26329,7.00,88418,4.00,166227,4.00
09/27/2014,2014-09-27,2,11,35,52,54,13,,2,3,2,3,1,1,0,1,0,2,0,0,0.00,3,1000000.00,17,10000.00,412,100.00,750,100.00,13998,7.00,23011,7.00,92368,4.00,183911,4.00
09/24/2014,2014-09-24,7,14,21,24,41,26,,4,1,3,2,1,1,2,0,1,0,0,1,228500000.00,8,1000000.00,58,10000.00,1535,100.00,2089,100.00,32445,7.00,75742,7.00,198246,4.00,383656,4.00
09/20/2014,2014-09-20,22,23,30,37,39,16,,2,3,3,2,0,0,3,2,0,0,0,0,0.00,2,1000000.00,25,10000.00,910,100.00,1421,100.00,25324,7.00,48919,7.00,163393,4.00,324621,4.00
09/17/2014,2014-09-17,18,25,36,48,50,23,,2,3,1,4,0,1,1,1,2,0,0,0,0.00,4,1000000.00,20,10000.00,727,100.00,1232,100.00,21142,7.00,40160,7.00,136898,4.00,287598,4.00
09/13/2014,2014-09-13,1,6,16,37,53,27,,3,2,3,2,2,1,0,1,0,1,0,0,0.00,0,0.00,21,10000.00,738,100.00,1205,100.00,20770,7.00,40652,7.00,131792,4.00,259416,4.00
09/10/2014,2014-09-10,2,14,39,40,43,13,43,2,3,2,3,1,1,0,2,1,0,0,0,0.00,2,1000000.00,27,10000.00,613,100.00,1007,100.00,18515,7.00,32949,7.00,124177,4.00,254318,4.00
09/06/2014,2014-09-06,9,29,31,43,50,18,43,2,3,4,1,1,0,1,1,2,0,0,0,0.00,1,1000000.00,15,10000.00,603,100.00,958,100.00,17907,7.00,33786,7.00,116704,4.00,234966,4.00
09/03/2014,2014-09-03,2,16,43,45,51,35,,2,3,3,2,1,1,0,0,2,1,0,0,0.00,3,1000000.00,16,10000.00,517,100.00,824,100.00,14913,7.00,27828,7.00,100021,4.00,206605,4.00
08/30/2014,2014-08-30,5,28,31,52,59,27,,2,3,3,2,1,0,1,1,0,2,0,0,0.00,1,1000000.00,9,10000.00,522,100.00,715,100.00,13764,7.00,26704,7.00,92492,4.00,189242,4.00
08/27/2014,2014-08-27,17,24,26,45,46,19,,3,2,2,3,0,1,2,0,2,0,0,0,0.00,7,1000000.00,21,10000.00,521,100.00,700,100.00,12546,7.00,23212,7.00,80192,4.00,159680,4.00
08/23/2014,2014-08-23,28,32,35,36,52,31,,1,4,1,4,0,0,1,3,0,1,0,0,0.00,1,1000000.00,12,10000.00,397,100.00,629,100.00,11077,7.00,22517,7.00,74381,4.00,164416,4.00
08/20/2014,2014-08-20,4,8,21,38,40,3,8,3,2,1,4,2,0,1,2,0,0,0,0,0.00,1,1000000.00,11,10000.00,454,100.00,753,100.00,12522,7.00,24140,7.00,76185,4.00,143940,4.00
08/16/2014,2014-08-16,7,8,17,48,59,9,8,3,2,3,2,2,1,0,0,1,1,0,0,0.00,2,1000000.00,18,10000.00,382,100.00,675,100.00,13731,7.00,25457,7.00,85884,4.00,160540,4.00
08/13/2014,2014-08-13,8,37,39,40,52,24,,1,4,2,3,1,0,0,3,0,1,0,0,0.00,1,1000000.00,7,10000.00,341,100.00,555,100.00,9874,7.00,18769,7.00,67675,4.00,139691,4.00
08/09/2014,2014-08-09,3,12,31,34,51,24,,2,3,3,2,1,1,0,2,0,1,0,1,90000000.00,4,1000000.00,22,10000.00,548,100.00,852,100.00,15231,7.00,29502,7.00,93980,4.00,182376,4.00
08/06/2014,2014-08-06,1,8,24,28,49,24,,4,1,2,3,2,0,2,0,1,0,0,0,0.00,2,1000000.00,9,10000.00,566,100.00,836,100.00,14032,7.00,29035,7.00,84241,4.00,159958,4.00
08/02/2014,2014-08-02,12,26,44,46,47,29,,2,3,1,4,0,1,1,0,3,0,0,0,0.00,4,1000000.00,14,10000.00,484,100.00,727,100.00,13523,7.00,26306,7.00,89650,4.00,179751,4.00
07/30/2014,2014-07-30,13,30,42,49,53,29,30,1,4,3,2,0,1,1,0,2,1,0,0,0.00,1,1000000.00,13,10000.00,396,100.00,565,100.00,10054,7.00,20079,7.00,70852,4.00,154804,4.00
07/26/2014,2014-07-26,24,28,30,38,39,16,,2,3,1,4,0,0,3,2,0,0,0,0,0.00,1,1000000.00,8,10000.00,427,100.00,614,100.00,11908,7.00,23143,7.00,77110,4.00,154564,4.00
07/23/2014,2014-07-23,4,10,12,22,31,3,10,4,1,1,4,2,1,1,1,0,0,0,0,0.00,3,1000000.00,27,10000.00,867,100.00,1168,100.00,14503,7.00,34960,7.00,77311,4.00,137613,4.00
07/19/2014,2014-07-19,10,17,25,45,53,9,,3,2,4,1,1,1,1,0,1,1,0,1,60000000.00,0,0.00,19,10000.00,551,100.00,825,100.00,14386,7.00,27202,7.00,90952,4.00,179646,4.00
07/16/2014,2014-07-16,5,15,18,26,32,35,,4,1,2,3,1,2,1,1,0,0,0,0,0.00,3,1000000.00,13,10000.00,572,100.00,933,100.00,14172,7.00,27818,7.00,81235,4.00,151711,4.00
07/12/2014,2014-07-12,2,3,7,23,51,26,,4,1,4,1,3,0,1,0,0,1,0,0,0.00,4,1000000.00,30,10000.00,782,100.00,1076,100.00,15097,7.00,36508,7.00,83486,4.00,153027,4.00
07/09/2014,2014-07-09,9,25,42,55,57,14,57,2,3,4,1,1,0,1,0,1,2,0,1,122000000.00,3,1000000.00,18,10000.00,588,100.00,930,100.00,17155,7.00,31975,7.00,114758,4.00,235221,4.00
07/05/2014,2014-07-05,24,34,36,57,58,11,58,1,4,1,4,0,0,1,2,0,2,0,0,0.00,3,1000000.00,11,10000.00,541,100.00,857,100.00,16171,7.00,29218,7.00,110399,4.00,250324,4.00
07/02/2014,2014-07-02,8,18,45,53,58,35,8,2,3,2,3,1,1,0,0,1,2,0,0,0.00,4,1000000.00,15,10000.00,474,100.00,745,100.00,13420,7.00,25348,7.00,92669,4.00,190810,4.00
06/28/2014,2014-06-28,8,12,34,43,56,9,,2,3,1,4,1,1,0,1,1,1,0,0,0.00,0,0.00,28,10000.00,495,100.00,878,100.00,14904,7.00,27679,7.00,96536,4.00,193175,4.00
06/25/2014,2014-06-25,10,20,25,50,53,35,,3,2,2,3,1,1,1,0,1,1,0,0,0.00,2,1000000.00,20,10000.00,506,100.00,805,100.00,13499,7.00,26891,7.00,84596,4.00,170106,4.00
06/21/2014,2014-06-21,5,6,37,41,54,26,6,2,3,3,2,2,0,0,1,1,1,0,0,0.00,3,1000000.00,15,10000.00,472,100.00,713,100.00,13135,7.00,24775,7.00,87016,4.00,167493,4.00
06/18/2014,2014-06-18,6,9,29,52,59,7,9,3,2,3,2,2,0,1,0,0,2,0,0,0.00,1,1000000.00,15,10000.00,431,100.00,786,100.00,14125,7.00,23583,7.00,88719,4.00,177941,4.00
06/14/2014,2014-06-14,9,33,42,45,54,30,33,1,4,3,2,1,0,0,1,2,1,0,0,0.00,2,1000000.00,9,10000.00,505,100.00,666,100.00,11951,7.00,26073,7.00,82825,4.00,173917,4.00
06/11/2014,2014-06-11,14,18,25,33,49,23,,3,2,3,2,0,2,1,1,1,0,0,1,259800000.00,4,1000000.00,33,10000.00,1226,100.00,2079,100.00,35539,7.00,68616,7.00,226482,4.00,451034,4.00
06/07/2014,2014-06-07,28,30,35,58,59,15,,1,4,2,3,0,0,2,1,0,2,0,0,0.00,4,1000000.00,22,10000.00,1033,100.00,1564,100.00,27666,7.00,53611,7.00,184002,4.00,386264,4.00
06/04/2014,2014-06-04,1,7,10,22,49,24,,4,1,3,2,3,0,1,0,1,0,0,0,0.00,1,1000000.00,38,10000.00,1291,100.00,1777,100.00,27092,7.00,61201,7.00,157724,4.00,300236,4.00
05/31/2014,2014-05-31,15,27,31,34,48,1,,2,3,3,2,0,1,1,2,1,0,0,0,0.00,6,1000000.00,24,10000.00,765,100.00,1155,100.00,20758,7.00,42568,7.00,135186,4.00,274656,4.00
05/28/2014,2014-05-28,2,24,28,32,59,25,28,3,2,1,4,1,0,2,1,0,1,0,0,0.00,2,1000000.00,14,10000.00,619,100.00,955,100.00,17956,7.00,34038,7.00,117395,4.00,235558,4.00
05/24/2014,2014-05-24,15,16,28,49,55,18,,3,2,3,2,0,2,1,0,1,1,0,0,0.00,2,1000000.00,15,10000.00,589,100.00,940,100.00,17548,7.00,33605,7.00,119597,4.00,247104,4.00
05/21/2014,2014-05-21,4,20,34,39,58,31,39,2,3,1,4,1,1,0,2,0,1,0,0,0.00,5,1000000.00,10,10000.00,502,100.00,762,100.00,14210,7.00,27688,7.00,93140,4.00,194073,4.00
05/17/2014,2014-05-17,23,32,39,47,49,22,39,1,4,4,1,0,0,1,2,2,0,0,0,0.00,2,1000000.00,17,10000.00,494,100.00,836,100.00,14717,7.00,29383,7.00,96990,4.00,207531,4.00
05/14/2014,2014-05-14,7,33,39,52,55,33,55,1,4,4,1,1,0,0,2,0,2,0,0,0.00,0,0.00,12,10000.00,415,100.00,709,100.00,12599,7.00,23620,7.00,82608,4.00,162980,4.00
05/10/2014,2014-05-10,4,31,41,47,55,1,31,1,4,4,1,1,0,0,1,2,1,0,0,0.00,1,1000000.00,12,10000.00,467,100.00,685,100.00,12519,7.00,25244,7.00,83152,4.00,170092,4.00
05/07/2014,2014-05-07,17,29,31,48,49,34,49,2,3,4,1,0,1,1,1,2,0,0,0,0.00,0,0.00,6,10000.00,415,100.00,575,100.00,11153,7.00,22576,7.00,71926,4.00,145198,4.00
05/03/2014,2014-05-03,5,15,16,46,49,26,,3,2,3,2,1,2,0,0,2,0,0,0,0.00,3,1000000.00,9,10000.00,446,100.00,714,100.00,13483,7.00,26249,7.00,86016,4.00,167418,4.00
04/30/2014,2014-04-30,2,9,11,19,50,32,,4,1,3,2,2,2,0,0,1,0,0,0,0.00,1,1000000.00,20,10000.00,793,100.00,819,100.00,12014,7.00,35589,7.00,70025,4.00,131416,4.00
04/26/2014,2014-04-26,3,7,22,30,33,20,,3,2,3,2,2,0,2,1,0,0,0,0,0.00,2,1000000.00,15,10000.00,812,100.00,872,100.00,14827,7.00,35785,7.00,86086,4.00,161670,4.00
04/23/2014,2014-04-23,19,25,29,36,48,12,29,3,2,3,2,0,1,2,1,1,0,0,1,150000000.00,2,1000000.00,15,10000.00,659,100.00,1158,100.00,19932,7.00,36580,7.00,127962,4.00,253901,4.00
04/19/2014,2014-04-19,5,6,29,35,51,21,,3,2,4,1,2,0,1,1,0,1,0,0,0.00,0,0.00,23,10000.00,709,100.00,1066,100.00,19389,7.00,37134,7.00,126467,4.00,244563,4.00
04/16/2014,2014-04-16,34,39,42,44,59,8,,0,5,2,3,0,0,0,2,2,1,0,0,0.00,2,1000000.00,12,10000.00,550,100.00,865,100.00,15646,7.00,29543,7.00,104552,4.00,237410,4.00
04/12/2014,2014-04-12,14,26,45,54,55,20,14,2,3,2,3,0,1,1,0,1,2,0,0,0.00,0,0.00,15,10000.00,595,100.00,857,100.00,15385,7.00,28821,7.00,101131,4.00,207841,4.00
04/09/2014,2014-04-09,9,14,44,48,49,29,,2,3,2,3,1,1,0,0,3,0,0,0,0.00,2,1000000.00,18,10000.00,489,100.00,736,100.00,13810,7.00,26233,7.00,91329,4.00,182622,4.00
04/05/2014,2014-04-05,11,21,26,33,34,29,,3,2,3,2,0,1,2,2,0,0,0,0,0.00,4,1000000.00,11,10000.00,590,100.00,905,100.00,15917,7.00,32113,7.00,100851,4.00,190614,4.00
04/02/2014,2014-04-02,8,13,19,22,53,24,,4,1,3,2,1,2,1,0,0,1,0,0,0.00,1,1000000.00,12,10000.00,590,100.00,941,100.00,14788,7.00,30836,7.00,87528,4.00,164199,4.00
03/29/2014,2014-03-29,2,3,12,27,38,17,,4,1,2,3,2,1,1,1,0,0,0,0,0.00,1,1000000.00,19,10000.00,742,100.00,1108,100.00,17345,7.00,38141,7.00,98979,4.00,180033,4.00
03/26/2014,2014-03-26,28,33,41,44,59,21,28,1,4,3,2,0,0,1,1,2,1,0,0,0.00,3,1000000.00,4,10000.00,404,100.00,603,100.00,10900,7.00,20986,7.00,73573,4.00,162888,4.00
